"","LDW","LDB","LDA","LDNAm","LDO","LDL","MDW","MDB","MDA","MDNAm","MDO","MDL","HD","sums"
"LDW",251,0,0,0,0,0,146,11,0,0,0,1,4,413
"LDB",0,103,0,0,0,0,0,9,0,0,0,0,0,112
"LDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDNAm",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDW",3,6,0,0,0,0,58,37,0,0,0,7,6,117
"MDB",0,14,0,0,0,0,3,26,0,0,0,0,0,43
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDNAm",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HD",0,0,0,0,0,0,0,0,0,0,0,2,0,2
"sums",254,123,0,0,0,0,207,83,0,0,0,10,10,687
